name,price
MP5-SD | Oxide Oasis (Factory New),318.84
★ StatTrak™ Classic Knife | Slaughter (Minimal Wear),317.56
★ Huntsman Knife | Gamma Doppler Phase 1 (Factory New),317.01
★ Bowie Knife | Lore (Minimal Wear),316.16
★ Talon Knife | Damascus Steel (Field-Tested),314.18
★ Driver Gloves | King Snake (Battle-Scarred),313.73
★ Driver Gloves | King Snake (Battle-Scarred),313.73
★ StatTrak™ Ursus Knife | Tiger Tooth (Factory New),313.28
★ Ursus Knife | Tiger Tooth (Factory New),310.75
★ Huntsman Knife | Marble Fade (Factory New),310.23
★ Bayonet | Case Hardened (Well-Worn),308.85
★ Huntsman Knife | Marble Fade (Factory New),306.96
★ StatTrak™ Classic Knife | Crimson Web (Field-Tested),305.42
★ Bayonet | Black Laminate (Well-Worn),304.9
★ Falchion Knife | Doppler Phase 2 (Factory New),302.77
★ M9 Bayonet | Night (Field-Tested),302.57
★ M9 Bayonet | Night (Field-Tested),302.57
★ Falchion Knife | Doppler Phase 4 (Factory New),300.95
★ M9 Bayonet | Stained (Well-Worn),300.94
MP5-SD | Oxide Oasis (Minimal Wear),300.89
★ Huntsman Knife | Marble Fade (Factory New),300.89
AK-47 | Vulcan (Minimal Wear),299.69
★ Bowie Knife | Marble Fade (Factory New),298.98
M4A1-S | Blue Phosphor (Factory New),298.11
M4A1-S | Blue Phosphor (Factory New),298.11
★ Paracord Knife | Crimson Web (Field-Tested),297.09
★ Paracord Knife | Crimson Web (Field-Tested),297.09
AK-47 | Panthera onca (Minimal Wear),297.01
★ Survival Knife | Slaughter (Minimal Wear),296.36
★ Karambit | Forest DDPAT (Well-Worn),296.06
★ Talon Knife | Rust Coat (Battle-Scarred),293.89
★ Talon Knife | Rust Coat (Battle-Scarred),293.89
★ Talon Knife | Rust Coat (Battle-Scarred),293.89
★ Talon Knife | Rust Coat (Battle-Scarred),293.89
★ Bayonet | Black Laminate (Field-Tested),293.39
UMP-45 | Fade (Factory New),290.92
★ Moto Gloves | Polygon (Field-Tested),290.56
★ Bowie Knife | Marble Fade (Factory New),290.27
★ Bowie Knife | Marble Fade (Factory New),290.27
★ Huntsman Knife | Doppler Phase 3 (Factory New),289.81
★ Falchion Knife | Doppler Phase 3 (Factory New),289.32
★ Bowie Knife | Doppler Phase 3 (Factory New),288.87
★ Falchion Knife | Doppler Phase 3 (Factory New),288.47
★ Falchion Knife | Gamma Doppler Phase 1 (Factory New),287.24
★ Hand Wraps | Overprint (Well-Worn),286.52
★ StatTrak™ Falchion Knife | Marble Fade (Factory New),283.75
★ Falchion Knife | Doppler Phase 1 (Factory New),283.42
★ Bowie Knife | Marble Fade (Minimal Wear),282.88
★ Talon Knife | Stained (Well-Worn),282.57
★ Bowie Knife | Doppler Phase 3 (Factory New),281.95
★ Falchion Knife | Doppler (Minimal Wear),280.66
StatTrak™ AK-47 | The Empress (Factory New),279.39
★ Talon Knife | Ultraviolet (Field-Tested),278.93
★ Talon Knife | Ultraviolet (Field-Tested),278.93
★ Falchion Knife | Fade (Factory New),278.58
★ Ursus Knife | Crimson Web (Field-Tested),274.44
★ Specialist Gloves | Emerald Web (Battle-Scarred),273.49
★ StatTrak™ Gut Knife | Gamma Doppler Phase 1 (Factory New),272.62
★ Ursus Knife | Slaughter (Field-Tested),271.38
★ StatTrak™ M9 Bayonet | Safari Mesh (Field-Tested),267.81
★ StatTrak™ Shadow Daggers | Doppler Phase 2 (Factory New),261.68
★ Falchion Knife | Fade (Factory New),261.56
★ Classic Knife | Case Hardened (Minimal Wear),261.22
AK-47 | Case Hardened (Factory New),260.45
★ M9 Bayonet | Boreal Forest (Field-Tested),260.29
★ StatTrak™ Navaja Knife | Doppler Phase 2 (Factory New),260.13
AWP | Oni Taiji (Field-Tested),259.9
AWP | Oni Taiji (Field-Tested),259.9
AWP | Oni Taiji (Field-Tested),259.9
★ StatTrak™ Shadow Daggers | Doppler Phase 1 (Factory New),259.81
StatTrak™ MP9 | Starlight Protector (Factory New),259.59
★ Sport Gloves | Scarlet Shamagh (Battle-Scarred),257.44
★ M9 Bayonet | Urban Masked (Field-Tested),256.83
StatTrak™ AWP | Asiimov (Field-Tested),255.97
★ StatTrak™ Gut Knife | Gamma Doppler Phase 1 (Factory New),255.9
★ Stiletto Knife | Crimson Web (Field-Tested),254.32
★ Stiletto Knife,253.35
AK-47 | Case Hardened (Factory New),252.86
AK-47 | Case Hardened (Factory New),252.86
★ Gut Knife | Autotronic (Factory New),251.38
★ Bayonet | Bright Water (Field-Tested),250.92
★ M9 Bayonet | Urban Masked (Field-Tested),249.35
Desert Eagle | Fennec Fox (Field-Tested),247.75
★ Stiletto Knife | Case Hardened (Field-Tested),245.34
★ Paracord Knife,244.46
★ Huntsman Knife | Tiger Tooth (Factory New),241.9
★ Huntsman Knife | Tiger Tooth (Factory New),241.9
★ Huntsman Knife | Tiger Tooth (Factory New),241.9
★ Huntsman Knife | Tiger Tooth (Factory New),241.9
★ Huntsman Knife | Tiger Tooth (Factory New),241.9
★ M9 Bayonet | Scorched (Field-Tested),238.5
Desert Eagle | Emerald Jörmungandr (Factory New),236.01
StatTrak™ SSG 08 | Bloodshot (Minimal Wear),228.1
SSG 08 | Death Strike (Minimal Wear),227.97
★ Huntsman Knife | Slaughter (Field-Tested),225.36
★ Moto Gloves | Blood Pressure (Well-Worn),225.25
★ Bowie Knife | Tiger Tooth (Factory New),223.25
★ Falchion Knife | Crimson Web (Minimal Wear),223.18
★ Talon Knife | Forest DDPAT (Field-Tested),222.92
★ Stiletto Knife | Crimson Web (Well-Worn),219.16
★ Sport Gloves | Bronze Morph (Field-Tested),217.18
★ Sport Gloves | Bronze Morph (Field-Tested),217.18
★ Sport Gloves | Bronze Morph (Field-Tested),217.18
★ Sport Gloves | Bronze Morph (Field-Tested),217.18
★ Driver Gloves | Crimson Weave (Battle-Scarred),217.16
★ Talon Knife | Scorched (Field-Tested),214.85
★ Talon Knife | Scorched (Field-Tested),214.85
★ Talon Knife | Scorched (Field-Tested),214.85
★ Talon Knife | Urban Masked (Battle-Scarred),213.59
★ Talon Knife | Safari Mesh (Field-Tested),211.01
★ Sport Gloves | Bronze Morph (Field-Tested),210.85
StatTrak™ AK-47 | Bloodsport (Factory New),209.15
StatTrak™ M4A1-S | Printstream (Field-Tested),207.83
★ StatTrak™ Huntsman Knife,204.72
★ Flip Knife | Autotronic (Battle-Scarred),204.62
★ Bayonet | Ultraviolet (Field-Tested),204.21
StatTrak™ M4A1-S | Printstream (Field-Tested),201.78
★ Falchion Knife | Tiger Tooth (Factory New),201.61
★ Moto Gloves | Eclipse (Field-Tested),200.6
★ Bayonet | Night (Field-Tested),199.38
★ Shadow Daggers | Gamma Doppler Phase 1 (Factory New),198.83
★ Bayonet | Forest DDPAT (Minimal Wear),195.95
★ Gut Knife | Gamma Doppler Phase 4 (Factory New),193.8
★ StatTrak™ Shadow Daggers | Marble Fade (Factory New),191.48
★ StatTrak™ Huntsman Knife | Damascus Steel (Factory New),189.04
AWP | Graphite (Factory New),186.88
★ Broken Fang Gloves | Unhinged (Minimal Wear),186.73
★ Sport Gloves | Bronze Morph (Well-Worn),184.17
★ Driver Gloves | Lunar Weave (Field-Tested),183.38
★ Classic Knife | Case Hardened (Well-Worn),183.12
★ Classic Knife | Case Hardened (Well-Worn),183.12
SSG 08 | Death Strike (Field-Tested),182.44
SSG 08 | Death Strike (Field-Tested),182.44
SSG 08 | Death Strike (Field-Tested),182.44
SSG 08 | Death Strike (Field-Tested),182.44
★ Flip Knife | Bright Water (Field-Tested),179.88
★ Bayonet | Forest DDPAT (Field-Tested),179.84
★ StatTrak™ Navaja Knife | Marble Fade (Factory New),179.37
★ Gut Knife | Gamma Doppler Phase 1 (Factory New),179.26
M4A1-S | Printstream (Minimal Wear),178.37
★ Huntsman Knife | Black Laminate (Field-Tested),178.29
★ Driver Gloves | Lunar Weave (Field-Tested),178.04
★ Driver Gloves | Lunar Weave (Field-Tested),178.04
★ Driver Gloves | Lunar Weave (Field-Tested),178.04
★ Gut Knife | Gamma Doppler Phase 3 (Factory New),177.62
USP-S | Whiteout (Factory New),176.69
★ StatTrak™ Bowie Knife | Black Laminate (Minimal Wear),176.21
★ StatTrak™ Flip Knife | Stained (Minimal Wear),175.87
★ Nomad Knife | Night Stripe (Field-Tested),175.74
★ Ursus Knife | Ultraviolet (Field-Tested),175.67
★ Ursus Knife | Ultraviolet (Field-Tested),175.67
★ Ursus Knife | Ultraviolet (Field-Tested),175.67
★ Ursus Knife | Ultraviolet (Field-Tested),175.67
★ Falchion Knife | Autotronic (Field-Tested),174.04
★ Stiletto Knife | Blue Steel (Field-Tested),172.57
★ Flip Knife | Black Laminate (Field-Tested),169.97
★ Flip Knife | Black Laminate (Field-Tested),169.97
★ Specialist Gloves | Foundation (Battle-Scarred),168.38
★ Navaja Knife | Fade (Factory New),164.66
★ Flip Knife | Freehand (Well-Worn),164.57
★ Falchion Knife | Autotronic (Battle-Scarred),162.67
★ Flip Knife | Black Laminate (Well-Worn),162.66
★ Navaja Knife | Doppler Phase 2 (Factory New),162.13
★ Gut Knife | Black Laminate (Factory New),161.05
★ Shadow Daggers | Marble Fade (Minimal Wear),161.02
★ StatTrak™ Classic Knife | Stained (Minimal Wear),160.78
AK-47 | Fuel Injector (Minimal Wear),160.74
AK-47 | Fuel Injector (Minimal Wear),160.74
★ Navaja Knife | Doppler Phase 1 (Factory New),159.99
★ Shadow Daggers | Marble Fade (Factory New),159.12
★ Falchion Knife | Slaughter (Field-Tested),159.02
★ Hand Wraps | Badlands (Field-Tested),157.93
★ Flip Knife | Ultraviolet (Field-Tested),157.92
★ Navaja Knife | Marble Fade (Factory New),157.64
★ Navaja Knife | Marble Fade (Factory New),156.78
★ Navaja Knife | Marble Fade (Factory New),156.78
★ Navaja Knife | Marble Fade (Factory New),156.78
★ Navaja Knife | Marble Fade (Factory New),156.78
★ Navaja Knife | Marble Fade (Factory New),156.78
★ Shadow Daggers | Marble Fade (Factory New),154.49
★ Shadow Daggers | Marble Fade (Factory New),154.49
StatTrak™ M4A4 | Neo-Noir (Factory New),153.87
StatTrak™ M4A4 | Neo-Noir (Factory New),153.87
★ Gut Knife | Lore (Field-Tested),153.01
★ Gut Knife | Doppler Phase 3 (Factory New),152.98
AK-47 | Case Hardened (Field-Tested),152.81
AK-47 | Case Hardened (Field-Tested),152.81
StatTrak™ AK-47 | Nightwish (Field-Tested),152.76
★ StatTrak™ Stiletto Knife | Stained (Field-Tested),152.53
★ Moto Gloves | Turtle (Battle-Scarred),152.47
★ Navaja Knife | Marble Fade (Factory New),152.37
★ StatTrak™ Classic Knife | Scorched (Minimal Wear),151.78
★ StatTrak™ Ursus Knife | Blue Steel (Minimal Wear),150.19
★ Gut Knife | Doppler Phase 4 (Factory New),150.08
★ Gut Knife | Doppler Phase 4 (Factory New),150.08
★ Shadow Daggers | Slaughter (Factory New),149.8
Desert Eagle | Emerald Jörmungandr (Field-Tested),148.19
★ Driver Gloves | Queen Jaguar (Field-Tested),147.78
M4A4 | The Coalition (Factory New),146.33
★ Falchion Knife | Case Hardened (Field-Tested),145.38
★ Driver Gloves | Convoy (Minimal Wear),144.37
★ Bowie Knife,143.95
★ Falchion Knife | Freehand (Field-Tested),143.59
★ Classic Knife | Night Stripe (Field-Tested),142.82
AK-47 | Vulcan (Field-Tested),142.4
AK-47 | Vulcan (Field-Tested),142.4
AK-47 | Vulcan (Field-Tested),142.4
★ Driver Gloves | Rezan the Red (Field-Tested),142
★ Driver Gloves | Rezan the Red (Field-Tested),142
StatTrak™ AWP | Redline (Minimal Wear),141.61
★ Hand Wraps | Duct Tape (Minimal Wear),141.12
★ StatTrak™ Falchion Knife | Boreal Forest (Minimal Wear),140.97
★ Hand Wraps | Desert Shamagh (Minimal Wear),138.35
AK-47 | Vulcan (Field-Tested),138.25
★ StatTrak™ Shadow Daggers | Freehand (Factory New),137.97
★ Shadow Daggers | Tiger Tooth (Factory New),137.6
★ Navaja Knife | Slaughter (Factory New),137.52
